index,speaker,file,word,time,word.duration,c1.duration,vowel.duration,closure.duration,rvot,c2.duration,v2.duration,sentence.duration
1,it03,it03-001,podo,1.324688060820681,519.72185512084,140.27793917931896,199.13225192000516,--undefined--,--undefined--,--undefined--,97.58042994105564,1.9549659999999998
2,it03,it03-002,paca,4.479977,515.3157506605374,135.60071093603023,135.76403654954473,112.58253908790027,56.05271342652518,168.63525251442545,75.31575066053708,1.9899780000000007
3,it03,it03-003,pudu,7.269977,570.0000000000002,209.99999999999997,149.57449114361143,79.97308723138552,10.45242162500326,90.42550885638877,120.00000000000011,2.0549660000000003
4,it03,it03-004,pucu,10.189977,653.8292704631364,259.9999999999998,109.99999999999943,109.28422127117621,72.72204752515599,182.0062687963322,101.82300166680491,2.2999550000000006
5,it03,it03-005,pada,13.350023,580.0000000000001,162.4250373590712,207.574962640928,--undefined--,--undefined--,--undefined--,120.59120777941601,2.084942999999999
6,it03,it03-006,putu,16.533405341758467,551.5411660591844,188.7967837664135,127.27873062904038,124.44110494897132,15.565498742976303,140.00660369194762,95.45904797178295,2.209932000000002
7,it03,it03-007,poco,19.919955,500.79038315101343,133.8033919690318,135.76397361645576,115.52779951663794,45.6919191529046,161.21971866954254,70.00329889598333,1.784988000000002
8,it03,it03-008,paga,22.704966,471.91924667811236,121.90275219818503,180.31152745935586,77.51155772735885,10.274162615100835,87.78572034245968,81.91924667811179,1.829977000000003
9,it03,it03-009,pugu,25.2938890310508,446.08796894920033,166.0879689491992,79.98423323062553,90.24702383466021,20.06120472870876,110.30822856336897,89.70753820600663,1.804988999999999
10,it03,it03-010,pata,27.694966,480.22078576736146,136.56822755070763,156.97709449402808,103.30323014483511,23.975495120591717,127.27872526542683,59.39673845719895,1.8200000000000003
11,it03,it03-011,poto,29.974966,515.8301982606374,150.00000000000213,162.1842378359517,109.73714663750656,21.784202803434738,131.5213494409413,72.12461098374234,1.8300230000000006
12,it03,it03-012,pogo,32.44914483899797,483.6590337181832,150.8101610020347,146.17345619333832,71.93285715155184,31.893686655109832,103.82654380666168,82.84887271614849,1.7950109999999952
13,it03,it03-013,podo,35.099977,449.31467075156917,149.99999999999858,140.00000000000057,63.87145895516255,16.954691009900102,80.82614996506265,78.48852078650737,1.6949660000000009
14,it03,it03-014,paca,38.014989,469.99999999999886,144.5149249614559,127.27868235650419,94.5077023098122,43.69869037222429,138.2063926820365,60.000000000002274,1.8299769999999995
15,it03,it03-015,pudu,40.7271125966265,494.620355605484,182.842403373499,110.00000000000654,83.72952518266885,26.27047481733058,109.99999999999943,91.77795223197904,1.7550110000000032
16,it03,it03-016,pucu,43.2124259891378,482.56301086220077,162.56301086220049,79.9999999999983,103.19280694051258,26.807193059489975,130.00000000000256,109.99999999999943,1.8149659999999983
17,it03,it03-017,pada,45.664989,432.7991701671223,131.57295525672907,144.24917333737142,75.70147579297526,8.476395612923682,84.17787140589894,72.7991701671229,1.6749660000000048
18,it03,it03-018,putu,48.37345425713635,451.8393223655863,148.58056923127805,106.06556863042016,91.36352300216544,42.27909347216041,133.64261647432585,63.55056802956227,1.684943000000004
19,it03,it03-019,poco,51.033159047945034,458.203256483408,118.79343686607058,106.06556863042016,93.41155337867235,63.56548819434238,156.97704157301473,76.36720941390251,1.6600000000000037
20,it03,it03-020,paga,53.60845429356928,449.71801099297437,146.37048470997627,133.64261647432585,80.37459833401073,6.147006912406994,86.52160524641772,83.18330456225453,1.729931999999998
21,it03,it03-021,pugu,56.05841490871932,436.5740912806757,166.57409128067968,81.61933931449994,--undefined--,--undefined--,--undefined--,79.9999999999983,1.6999539999999982
22,it03,it03-022,pata,58.694989,496.72301105852057,142.4640118329208,159.0983529456267,89.90779240408386,31.00695583459867,120.91474823868253,74.24589804129056,1.7249880000000033
23,it03,it03-023,poto,61.249977,495.99497606116216,149.99999999999858,130.00000000000256,113.97222586240474,25.65554078485377,139.6277666472585,76.36720941390251,1.734966
24,it03,it03-024,pogo,63.754966,478.26251149279386,159.9999999999966,135.82977957556608,--undefined--,--undefined--,--undefined--,108.26251149279642,1.709976999999995
25,it03,it03-025,podo,66.54,460.681473455665,149.99999999999147,162.18979000902323,--undefined--,--undefined--,--undefined--,78.48846125037312,1.6749659999999977
