pl02	1.4825	07/02/2017 16:21:26	Mowie pata teraz	max_TT	47.0446	-11.7494	47.6795	-7.9792	48.438	-3.6518	48.7182	0.4688	47.1312	2.1505	45.309	3.5133	42.8988	3.8379	40.0022	3.0617	37.1111	1.9622	34.7432	1.7094	32.7749	2.2879	30.7889	2.7782	28.7941	3.199	26.7941	3.5533	24.8053	3.9021	22.7938	4.0973	20.7626	4.078	18.7544	4.055	16.7673	4.0794	14.7944	4.2081	12.819	4.3091	10.8419	4.2252	8.8604	4.2653	6.8739	4.233	4.8706	4.2437	2.894	3.9828	0.9283	3.6415	-1.0285	3.2457	-2.9553	2.7249	-4.7509	1.7843	-6.4479	0.6405	-8.0973	-0.5245	-9.7732	-1.5468	-11.0189	-3.4221	-12.1618	-5.3204	-13.1162	-7.3864	-14.5084	-8.5636	-15.9211	-9.6765	-18.4331	-9.2407	*	*	*	*	-26.245	-8.7991
pl02	1.485	07/02/2017 16:21:26	Mowie pata teraz	NOFF_TT	47.0158	-11.7827	47.6449	-8.0223	48.3874	-3.7194	48.6364	0.351	47.007	1.9576	45.1417	3.2323	42.7427	3.5534	39.8957	2.8504	37.0749	1.8836	34.7274	1.6715	32.7698	2.2744	30.7951	2.7966	28.8088	3.2483	26.8138	3.6285	24.8261	3.9947	22.8165	4.2179	20.7882	4.2468	18.775	4.2329	16.7811	4.2519	14.8008	4.3514	12.82	4.4142	10.8397	4.3145	8.8562	4.335	6.8668	4.3074	4.863	4.302	2.8864	4.0287	0.9188	3.6883	-1.0389	3.2888	-2.9651	2.76	-4.7671	1.8354	-6.4739	0.7138	-8.1204	-0.4661	-9.7818	-1.5271	-11.0696	-3.3164	-12.2186	-5.2118	-13.1256	-7.3698	-14.3892	-8.7569	-15.8701	-9.7531	-18.353	-9.3523	*	*	*	*	-26.282	-8.7576
pl02	1.465	07/02/2017 16:21:26	Mowie pata teraz	NONS_TT	47.0272	-11.7695	47.5656	-8.1208	48.2749	-3.8698	48.6051	0.3059	47.0218	1.9806	45.0606	3.0961	43.0228	4.0639	40.6054	4.2591	37.8084	3.4766	35.1007	2.5635	32.7154	2.1304	30.6898	2.4851	28.6601	2.7516	26.6716	3.0848	24.6578	3.2449	22.6573	3.3701	20.65	3.3352	18.6806	3.4179	16.7231	3.5292	14.7697	3.6591	12.8138	3.7832	10.8517	3.8391	8.873	4.0562	6.8845	4.1224	4.8882	4.1098	2.9186	3.8357	0.9553	3.509	-0.9921	3.0945	-2.9003	2.5272	-4.7158	1.6731	-6.4208	0.5643	-8.1069	-0.5004	-9.7523	-1.5946	-11.0731	-3.309	-12.4718	-4.7278	-13.5712	-6.5863	-14.8695	-7.9776	-15.966	-9.609	-18.122	-9.6742	*	*	*	*	-25.4484	-9.6929
pl02	1.4045	07/02/2017 16:21:26	Mowie pata teraz	peak1_TT	46.6187	-12.2423	46.5402	-9.3954	46.8233	-5.8099	46.7765	-2.3261	45.1405	-0.9412	42.4608	-1.2715	39.7742	-1.8574	37.3678	-2.1678	35.5151	-1.504	33.6755	-0.8416	31.8685	-0.1112	30.0931	0.7206	28.2997	1.5484	26.4502	2.2386	24.5457	2.7449	22.6182	3.1618	20.6838	3.5579	18.7407	3.9367	16.7763	4.1911	14.815	4.6666	12.8246	4.8791	10.823	4.9744	8.8092	5.1109	6.7746	5.269	4.7258	5.346	2.7227	5.0069	0.7218	4.6553	-1.2835	4.3058	-3.2634	3.833	-5.182	3.1471	-6.9286	1.9929	-8.6528	0.8799	-10.3606	-0.2019	-12.0971	-1.1722	-13.4715	-2.8172	-14.6805	-4.6362	-15.589	-6.8101	-16.7018	-8.5041	-18.2709	-9.4667	*	*	*	*	-25.079	-10.1074
pl02	1.4985	07/02/2017 16:21:26	Mowie pata teraz	peak2_TT	46.9383	-11.8724	47.4962	-8.207	48.1316	-4.0613	48.1518	-0.3465	46.2904	0.8446	44.1869	1.6281	41.8925	2.0037	39.3588	1.7846	36.9272	1.5627	34.6597	1.5099	32.7228	2.1499	30.8084	2.8357	28.8676	3.4446	26.9015	3.9639	24.9198	4.4128	22.9213	4.7765	20.9149	5.0832	18.88	5.1397	16.8538	5.1571	14.8344	5.0976	12.8253	4.9542	10.828	4.7781	8.8346	4.6916	6.8286	4.7053	4.8213	4.6193	2.8411	4.2994	0.8629	3.9625	-1.0991	3.5391	-3.0215	2.963	-4.855	2.1133	-6.6121	1.1025	-8.2304	-0.188	-9.8097	-1.4631	-11.3253	-2.7828	-12.5187	-4.6382	-13.1849	-7.2655	-13.7708	-9.7605	-15.585	-10.1813	-17.8619	-10.0365	*	*	*	*	-26.3471	-8.6846
pl02	1.4845	07/02/2017 16:21:33	Mowie puku teraz	max_TD	48.5713	-9.9824	46.9328	-8.9074	44.8042	-8.5087	42.2441	-8.8498	39.6065	-9.536	37.5778	-9.4749	36.3196	-8.1542	35.4118	-6.0506	34.4185	-3.8857	33.3344	-1.6567	31.9602	0.1314	30.6954	2.5016	29.4139	5.2687	27.9428	7.9449	26.0551	9.4728	24.0297	10.6811	22.1329	13.1192	20.0583	15.3148	17.8269	17.2721	15.4013	17.6829	12.9547	18.0478	10.4862	18.3023	8.0064	18.3887	5.5308	18.2494	3.1894	17.0367	0.9266	15.7398	-1.188	14.0311	-3.2575	12.5114	-5.079	10.3623	-6.2322	6.4671	-7.3327	3.1302	-8.3285	0.06	-9.9435	-1.1568	-10.9329	-3.6015	-10.948	-7.6404	-10.8323	-11.4014	-10.4486	-15.1511	-10.6056	-17.6595	-10.4762	-20.3256	-11.1503	-21.6934	-12.0584	-22.7061	-13.1073	-23.5392
pl02	1.467	07/02/2017 16:21:33	Mowie puku teraz	NONS_TD	47.8912	-10.7696	46.5048	-9.4395	45.07	-8.1535	42.3696	-8.6691	39.5071	-9.6905	37.3018	-9.9386	36.0447	-8.6553	35.6429	-5.5918	34.6567	-3.3683	33.6195	-0.9755	32.1567	0.6516	30.9337	3.2064	29.6715	6.129	28.0477	8.346	26.1581	9.932	24.1906	11.5382	22.1761	13.4044	20.0849	15.5446	17.8021	16.9635	15.4164	18.02	12.9566	18.2456	10.4806	18.5264	7.9936	18.5999	5.498	18.5911	3.0169	18.3488	0.5568	17.9497	-1.8207	17.1373	-3.9298	15.3059	-5.4631	11.7436	-6.5504	7.4732	-7.5237	3.6673	-8.7468	1.1176	-10.0885	-0.8247	-11.1954	-3.0537	-11.141	-7.2715	-11.1234	-10.8897	-11.5201	-13.4125	-11.8728	-15.7564	-11.8118	-18.465	-11.2673	-21.5419	*	*	-13.9787	-22.5615
pl02	1.3965	07/02/2017 16:21:33	Mowie puku teraz	peak1_TD	47.5094	-11.2115	46.1154	-9.9234	44.7774	-8.5445	43.2199	-7.4452	41.9715	-5.8629	39.6293	-6.0285	37.3077	-6.3532	35.0968	-6.6759	34.1372	-4.4964	33.1534	-2.0892	31.7757	-0.3569	30.1102	0.7712	28.6115	2.5893	27.1161	4.7842	25.5366	7.1619	23.8194	9.5607	21.9306	11.7843	19.869	13.6807	17.5996	14.4417	15.2862	15.1286	12.9295	15.4964	10.5521	15.6979	8.1619	15.8169	5.826	15.1686	3.4586	14.9879	1.2274	13.9426	-0.9766	12.9936	-3.0011	11.4453	-4.8889	9.6787	-6.5478	7.4649	-7.5842	3.8377	-8.5791	0.6936	-9.5712	-2.0094	-10.7233	-4.0389	-10.662	-8.187	-10.1987	-12.5154	-9.8614	-16.1039	-10.4486	-17.8952	-11.1676	-19.3624	*	*	*	*	-14.7672	-21.6769
pl02	1.3965	07/02/2017 16:21:33	Mowie puku teraz	peak2_TD	47.5094	-11.2115	46.1154	-9.9234	44.7774	-8.5445	43.2199	-7.4452	41.9715	-5.8629	39.6293	-6.0285	37.3077	-6.3532	35.0968	-6.6759	34.1372	-4.4964	33.1534	-2.0892	31.7757	-0.3569	30.1102	0.7712	28.6115	2.5893	27.1161	4.7842	25.5366	7.1619	23.8194	9.5607	21.9306	11.7843	19.869	13.6807	17.5996	14.4417	15.2862	15.1286	12.9295	15.4964	10.5521	15.6979	8.1619	15.8169	5.826	15.1686	3.4586	14.9879	1.2274	13.9426	-0.9766	12.9936	-3.0011	11.4453	-4.8889	9.6787	-6.5478	7.4649	-7.5842	3.8377	-8.5791	0.6936	-9.5712	-2.0094	-10.7233	-4.0389	-10.662	-8.187	-10.1987	-12.5154	-9.8614	-16.1039	-10.4486	-17.8952	-11.1676	-19.3624	*	*	*	*	-14.7672	-21.6769
pl02	1.397	07/02/2017 16:21:39	Mowie pogo teraz	NONS_TD	52.5117	-5.4221	50.4762	-4.5028	48.7117	-3.2859	47.4804	-1.3128	46.1976	0.7005	44.3643	1.9262	42.6373	3.3612	41.0225	5.0872	39.5134	7.1795	37.8418	9.113	35.9515	10.6957	34.034	12.3739	31.9648	13.7868	29.7906	15.0094	27.3851	15.4011	25.0355	16.0391	22.6608	16.6021	20.2386	16.8717	17.8111	17.0747	15.3778	17.1618	12.9243	14.9689	10.6562	11.5769	8.6168	8.2933	6.6783	6.2742	4.7912	4.8484	3.3605	1.195	1.9981	-1.6107	0.8443	-4.5393	-0.3293	-6.7191	-1.3862	-8.853	-2.4387	-10.6397	-3.2157	-12.8675	-4.2258	-14.2489	-5.2195	-15.5236	-6.1253	-16.8582	-7.0805	-17.9974	-8.0019	-19.1213	-8.8955	-20.2278	-9.8711	-21.1686	-10.7241	-22.2451	-11.873	-22.9294	-12.7857	-23.9001
